code;libelle;etat;insee_commune;nom_commune;mo_raison_sociale;x;y;precision_coord;categorie;puissance_maximum;productible_moyen;debit;coef_energetique;nb_turbines;type_turbine;titre;date_echeance_titre;hauteur_de_chute
65386001;Centrale de Saint-Créac;EXPL;65386;Saint-Créac                                       ;LLABARRENA PRODUCTION HYDROELECTRIQUE;453023;6222860;0;Ouvrage fonctionnant au fil de l'eau;0,149;;2,3;;1;Francis;Fondée en titre;;6,68
65388001;MAISON BLANCHE;EXPL;65388;Saint-Lary-Soulan                                 ;ELECTRICITE DE FRANCE;478900;6191800;0;Ouvrage fonctionnant par éclusées;7,5;19399812;3,2;0,647;1;Pelton;Concédée;16/10/1994;301
65389001;Usine hydroélectrique de St Laurent de Neste;EXPL;65389;Saint-Laurent-de-Neste                            ;NESTE HYDRO ENERGIE;495094;6222520;0;Ouvrage fonctionnant au fil de l'eau;0,23;915988;5;;;;Autorisée;;4,5
65395001;Usine du bout du pont;EXPL;65395;Saint-Pé-de-Bigorre                               ;TEDELEC;442207;6227670;0;Ouvrage fonctionnant au fil de l'eau;0,67;4209427;30;;;;Autorisée;;3,7
65399001;PONT DE LA REINE;EXPL;65399;Saligos                                           ;ELECTRICITE DE FRANCE;451942;6205540;0;Ouvrage fonctionnant au fil de l'eau;14,1;55920868;23,5;0,174;2;Francis;Concédée;31/12/2054;77,8
65407001;Moulin de Sarp;EXPL;65407;Sarp                                              ;SODECIBA;503458;6215680;0;Ouvrage fonctionnant au fil de l'eau;0,222;187480;;;;;;;5,67
65411001;St SAUVEUR;EXPL;65411;Sassis                                            ;ELECTRICITE DE FRANCE;453601;6201470;0;Ouvrage fonctionnant au fil de l'eau;2,8;7598438;6,35;0,125;1;Francis;Concédée;31/12/2041;67,8
65411002;LUZ 2;EXPL;65411;Sassis                                            ;ELECTRICITE DE FRANCE;453582;6201450;0;Ouvrage fonctionnant par éclusées;41,2;91734688;22,8;0,532;2;Francis;Concédée;31/12/2036;235,9
65433001;Centrale de Soues;EXPL;65433;Soues                                             ;S.A.R.L. CALAS;463876;6238530;0;Ouvrage fonctionnant au fil de l'eau;0,24;1206996;;;;;Fondée en titre;;6,5
65435001;SOULOM BASSE CHUTE;EXPL;65435;Soulom                                            ;SOCIETE HYDRO ELECTRIQUE DU MIDI;449328;6210800;0;Ouvrage fonctionnant au fil de l'eau;30,1;110066728;31,55;0,285;4;Francis;Concédée;;124,7
65435002;SOULOM HAUTE CHUTE;EXPL;65435;Soulom                                            ;SOCIETE HYDRO ELECTRIQUE DU MIDI;449328;6210800;0;Ouvrage fonctionnant au fil de l'eau;22;91445000;9;0,622;2;Francis;Concédée;;262,55
65435003;SOULOM RESTITUTION;EXPL;65435;Soulom                                            ;SOCIETE HYDRO ELECTRIQUE DU MIDI;449596;6211230;0;Ouvrage fonctionnant au fil de l'eau;1,05;3270645;40;;2;Kaplan horizont. & bulbe à pâles mobiles;Concédée;;3,17
65452001;Moulin Curie;EXPL;65452;Trie-sur-Baïse                                    ;S.E. MICRO CENTRALE CURIE;486831;6250150;0;Ouvrage fonctionnant au fil de l'eau;;510426;;;;;;;5,8
65452003;Moulin de l'Escaladieu;EXPL;65452;Trie-sur-Baïse                                    ;LACOSTE HELENE;486816;6249030;0;Ouvrage fonctionnant au fil de l'eau;0,136;447433;;;;;;;5,15
65455001;Moulin de Coupas;EXPL;65455;Tuzaguet                                          ;EURL DU MOULIN DE COUPAS;491184;6222800;0;Ouvrage fonctionnant au fil de l'eau;0,48;;;;;;;;9
65456001;Centrale Chute Uglas;EXPL;65456;Uglas                                             ;UGLAWATT;492054;6231020;0;Ouvrage fonctionnant au fil de l'eau;0,865;3491087;0,9;;;;Autorisée;07/03/2023;98
65467001;Centrale de Marcas;EXPL;65467;Vier-Bordes                                       ;STE EXPL. D'ENERGIE HYDRO ELECTRIQUE CENTRALE DU PRADET-CENTRALE DU MARCAS;450796;6215320;0;Ouvrage fonctionnant au fil de l'eau;0,44;697894;;;;;;;192
65467002;Centrale de Pradet;EXPL;65467;Vier-Bordes                                       ;STE EXPL. D'ENERGIE HYDRO ELECTRIQUE CENTRALE DU PRADET-CENTRALE DU MARCAS;451641;6215470;0;Ouvrage fonctionnant au fil de l'eau;0,44;744602;;;;;;;271
65473001;ISABY;EXPL;65473;Villelongue                                       ;SOCIETE HYDRO ELECTRIQUE DU MIDI;453751;6210480;0;Ouvrage fonctionnant au fil de l'eau;2;4276028;0,55;0,91;1;Pelton;Autorisée;13/01/2035;427
65473002;Centrale des Couscouillets;EXPL;65473;Villelongue                                       ;ELECTRIQUE DES COUSCOUILLETS;449757;6211390;0;Ouvrage fonctionnant au fil de l'eau;1,805;5669737;32;;;Kaplan;;;5,75
65473003;Centrale de Villelongue;EXPL;65473;Villelongue                                       ;FERROPEM;450739;6210990;0;Ouvrage fonctionnant au fil de l'eau;6;25323940;;;;;Concédée;;550
81002001;Centrale des Souls;EXPL;81002;Aiguefonde                                        ;CENTRALE HYDROELECTRIQUE DES SOULS;643296;6266460;0;Ouvrage fonctionnant au fil de l'eau;0,343;658240;0,18;;;;Autorisée;31/12/2040;194,75
81004001;Centrale du Chapitre;EXPL;81004;Albi                                              ;CENTRALE HYDROELECTRIQUE DU CHAPITRE S.A.R.L.;631377;6315040;0;Ouvrage fonctionnant au fil de l'eau;1,67;7515333;3;;;;;;3,24
81005001;Centrale de la Montagne Noire;EXPL;81278;Sauveterre                                        ;SOCIETE HYDROELECTRIQUE ET FORESTIERE DE LA MONTAGNE NOIRE;663252;6261790;0;Ouvrage fonctionnant au fil de l'eau;1,802;2599392;0,515;;;;Autorisée;21/10/2035;358,52
81010001;AMBIALET;EXPL;81010;Ambialet                                          ;ELECTRICITE DE FRANCE;650129;6316560;0;Ouvrage fonctionnant au fil de l'eau;3,6;14169000;75;0,013;2;Kaplan horizont. & bulbe à pâles mobiles;Concédée;31/12/2008;7,5
81011001;Centrale d'Ambres Fontenau;EXPL;81140;Lavaur                                            ;ENERGIES SCE LAVAUR-PAYS DE COCAGNE;604887;6292420;0;Ouvrage fonctionnant au fil de l'eau;3,437;;58;;;;Autorisée;25/06/2053;6,04
81018001;SAUT DE SABOT;EXPL;81018;Arthès                                            ;ELECTRICITE DE FRANCE;636863;6317540;0;Ouvrage fonctionnant au fil de l'eau;26;67604864;180;0,044;3;Kaplan;Concédée;31/12/2064;21,2
81018002;ARTHES;HORS;81018;Arthès                                            ;ELECTRICITE DE FRANCE;637875;6318640;5;;;;;;;;;;
81031001;LUZIERES;EXPL;81031;Le Bez                                            ;ELECTRICITE DE FRANCE;652879;6285270;0;Ouvrage fonctionnant par éclusées;19,3;68466064;19,3;0,285;2;Francis;Concédée;31/12/2033;135
81034001;Centrale de Boissezon;EXPL;81034;Boissezon                                         ;S.A.R.L. HYDROELECTRIQUE DU THORE;650261;6275460;0;Ouvrage fonctionnant au fil de l'eau;0,37;451716;;;;;;;31,5
81036001;BAOUS;EXPL;81036;Bout-du-Pont-de-Larn                              ;ELECTRICITE DE FRANCE;653165;6267860;0;Ouvrage fonctionnant par éclusées;13,7;10158267;13;40,019001;4;Francis;Concédée;31/12/2010;129
81036002;Centrale du Baous;EXPL;81036;Bout-du-Pont-de-Larn                              ;COMMUNE DE BOUT DU PONT DE LARN;652262;6267350;0;Ouvrage fonctionnant au fil de l'eau;0,96;1523538;;;;;;;9
81036003;Centrale de Lagarrigue;EXPL;81036;Bout-du-Pont-de-Larn                              ;S.A. COLOMBIE ET FILS;651267;6266820;0;Ouvrage fonctionnant au fil de l'eau;0,162;236014;;;;;Autorisée;;5,5
81036004;Usine du Moulin Bas;EXPL;81209;Pont-de-Larn                                      ;S.A. COLOMBIE ET FILS;652206;6267380;0;Ouvrage fonctionnant au fil de l'eau;0,254;;4,9;;;;Autorisée;;3,7
81037001;BRASSAC;EXPL;81037;Brassac                                           ;ELECTRICITE DE FRANCE;659579;6280750;0;Ouvrage fonctionnant par éclusées;22,5;51440800;20;0,312;2;Francis;Concédée;31/12/2033;140,5
81037002;Centrale de Paradou;EXPL;81037;Brassac                                           ;SOCIETE DE PRODUCTION ELECTRIQUE;658956;6281800;0;Ouvrage fonctionnant au fil de l'eau;0,208;96413;;;;;;;2,5
81038001;Centrale de Brens;EXPL;81038;Brens                                             ;HYDRO-ELECTRIQUE GESTION;611179;6311460;0;Ouvrage fonctionnant au fil de l'eau;1,56;2942014;6;;;;Concédée (autorisable);;3,4
81039001;Moulin de Briatexte;EXPL;81039;Briatexte                                         ;BOYER CANTAYRE GILLETTE;611761;6295300;0;Ouvrage fonctionnant au fil de l'eau;0,15;513339;6;;;;Autorisée;;3,36
81042001;Centrale des Salvages;EXPL;81042;Burlats                                           ;SOC. EXPL. DU BARRAGE DES SALVAGES;641577;6281660;0;Ouvrage fonctionnant au fil de l'eau;0,207;1979333;1;;;;;;3,2
81042002;Usine hydroélectrique de la papeterie des Salvages;EXPL;81042;Burlats                                           ;HYDROELECTRIQUE DES SALVAGES;641863;6281650;0;Ouvrage fonctionnant au fil de l'eau;;;;;;;;;
81053001;Centrale d'Esperieres;EXPL;81053;Cambounès                                         ;SOCIETE HYDROELECTRIQUE D'ESPERIERES;656331;6276630;0;Ouvrage fonctionnant au fil de l'eau;0,255;520537;0,26;;1;Pelton;;;100
81055001;Centrale de Tirand-Verdeille;EXPL;81055;Les Cammazes                                      ;INSTITUTION DES EAUX DE LA MONTAGNE NOIRE;626735;6256960;0;Ouvrage fonctionnant au fil de l'eau;1,21;2366955;2;;;;;;64
81065001;Moulins de Lacaze;EXPL;81065;Castres                                           ;SOCIETE DES MOULINS DE LACAZE;637725;6276860;0;Ouvrage fonctionnant au fil de l'eau;;2157118;;;;;;;3,8
81065002;Usine de Melou;EXPL;81065;Castres                                           ;PROD'ELEC 81;636122;6276540;0;Ouvrage fonctionnant au fil de l'eau;;515096;;;;;Autorisée;;1,54
81066001;Centrale de Caucalieres;EXPL;81066;Caucalières                                       ;GESTION INSTALL EXPLOIT PRODUCT ENERGI;644303;6269480;0;Ouvrage fonctionnant au fil de l'eau;0,486;1415217;15;;;;;;3,3
81066002;Centrale de Cambou;EXPL;81066;Caucalières                                       ;S.A.R.L. D'EXPLOITATION DU CAMBOU;645296;6269380;0;Ouvrage fonctionnant au fil de l'eau;0,274;670236;12;;;;Autorisée;;2,33
81070001;Centrale de Labastide;EXPL;81070;Coufouleux                                        ;S.N.C. HRC;597654;6303220;0;Ouvrage fonctionnant au fil de l'eau;0,467;1303267;17;;;;;;4
81078001;Port de Salomon;EXPL;81078;Damiatte                                          ;S.N.C. HYDROELECTRIQUE DE PORT DE SALOMON;617516;6283880;0;Ouvrage fonctionnant au fil de l'eau;0,433;1987282;13,1;;;;Autorisée;11/02/2033;3,37
81083001;Centrale de Malamort;EXPL;81083;Durfort                                           ;INSTITUTION DES EAUX DE LA MONTAGNE NOIRE;625529;6258990;0;Ouvrage fonctionnant au fil de l'eau;0,363;909607;;;;;;;72
81086001;Centrale de la Balme;EXPL;81086;Espérausses                                       ;BARTHES Gilles;661309;6290180;0;Ouvrage fonctionnant au fil de l'eau;0,189;380865;1;;;;Autorisée;27/01/2041;19,31
81092001;Moulin de Caty;EXPL;81092;Fiac                                              ;ENERGIE VERTE DE CATY;612486;6288670;0;Ouvrage fonctionnant au fil de l'eau;;1330454;;;;;;;2,5
81092002;Moulin de Miech;EXPL;81092;Fiac                                              ;MOULIN DE FIAC SAS;610777;6288190;0;Ouvrage fonctionnant au fil de l'eau;0,476;2079062;18;;3;Francis;Autorisée;;2,7
81092003;Centrale de Brazis;EXPL;81092;Fiac                                              ;ENERGIE VERTE DE FIAC;613915;6287240;0;Ouvrage fonctionnant au fil de l'eau;;1215013;;;;;;;2,21
81098001;Centrale de Verdet;EXPL;81098;Fréjeville                                        ;DOR DE LASTOURS PIERRE;631877;6277920;0;Ouvrage fonctionnant au fil de l'eau;0,358;988915;10,5;;;;Autorisée;23/10/2044;3,48
81099001;BOURELIE;EXPL;81099;Gaillac                                           ;ELECTRICITE DE FRANCE;613126;6311640;0;Ouvrage fonctionnant au fil de l'eau;5,3;23204528;89;0,011;3;Francis;Concédée;31/12/1998;7
81099002;GAILLAC;EXPL;81099;Gaillac                                           ;SOCIETE DE PROMOTION DES ENERGIES RENOUVELABLES;611196;6311610;0;Ouvrage fonctionnant au fil de l'eau;0,4;1979936;24,2;0,005;2;Kaplan;Autorisée;31/12/2006;3
81099003;Moulin St Sauveur;EXPL;81099;Gaillac                                           ;SOCIETE D'EXPLOITATION DU BARRAGE DE MONTANS;610196;6308280;0;Ouvrage fonctionnant au fil de l'eau;;2426178;;;;;;;2,1
81103001;GIJOUNET;HORS;81103;Gijounet                                          ;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;669732;6289670;0;Ouvrage fonctionnant au fil de l'eau;0,155;600000;0,65;;1;;Autorisée;16/10/1994;42
81103002;Centrale de Combe Fumade;EXPL;81103;Gijounet                                          ;DE COMBE-FUMADE;669025;6290210;0;Ouvrage fonctionnant au fil de l'eau;0,49;1165135;;;;;Autorisée;;38
81104001;Moulin du Carla;EXPL;81104;Giroussens                                        ;SOCIETE HYDROELECTRIQUE DU MOULIN DE CARLA;604092;6294030;0;Ouvrage fonctionnant au fil de l'eau;0,372;648860;11,88;;;;Fondée en titre;;3,2
81104002;Moulin de la Ramière;EXPL;81104;Giroussens                                        ;SARL DU MOULIN DE LA RAMIERE;605347;6294930;0;Ouvrage fonctionnant au fil de l'eau;0,323;324233;10;;;;;;3,29
81105001;Moulin Neuf (Dadou);EXPL;81105;Graulhet                                          ;SOC HYDROELECTRIQUE DU MOULIN NEUF;614315;6297080;0;Ouvrage fonctionnant au fil de l'eau;0,229;735160;6;;;;Autorisée;24/01/2041;3,9
81105002;Moulin de la Bressole;EXPL;81105;Graulhet                                          ;SAS DU MOULIN DE LA BRESSOLLE;618124;6297620;0;Ouvrage fonctionnant au fil de l'eau;0,4;;13,19;;;;Autorisée;;3,15
81107001;Centrale de Guitalens;EXPL;81132;Guitalens-L'Albarède                              ;PONTIER ENERGIE;622264;6283290;0;Ouvrage fonctionnant au fil de l'eau;0,471;936728;18,5;;;;Autorisée;31/12/2040;2,6
81115001;Centrale de Vertignol;EXPL;81115;Labastide-Rouairoux                               ;S.A.R.L. HYDRO-VERTY;671861;6264770;0;Ouvrage fonctionnant au fil de l'eau;0,532;900614;;;;;Autorisée;;229
81116001;Moulin Neuf (Agout);EXPL;81116;Labastide-Saint-Georges                           ;LE MOULIN;606436;6290610;0;Ouvrage fonctionnant au fil de l'eau;0,769;2505031;;;;;;;
81120001;LA RESSE;HORS;81120;Labruguière                                       ;ELECTRICITE DE FRANCE;641816;6265760;0;Ouvrage fonctionnant au fil de l'eau;0,133;200000;0,2;;2;Pelton;;;152
81120002;Moulin d'Hauterive;EXPL;81065;Castres                                           ;GENERGIE;639349;6273550;0;Ouvrage fonctionnant au fil de l'eau;0,484;745421;14,1;;;;Autorisée;10/01/2033;3,5
81120003;Centrale de Labourdasse;EXPL;81120;Labruguière                                       ;SOCIETE HYDROELECTRIQUE DE L'ILE;641134;6272190;0;Ouvrage fonctionnant au fil de l'eau;0,33;1357616;;;;;;;3,25
81120004;Centrale de Thore - Moulin de Labruguière;EXPL;81120;Labruguière                                       ;S.A.R.L. HYDROELECTRIQUE DU THORE;640752;6271390;0;Ouvrage fonctionnant au fil de l'eau;0,608;1132417;18,5;;2;Kaplan;Autorisée;11/12/2045;3,35
81121001;Centrale d'Espinassotte;EXPL;81121;Lacabarède                                        ;SIVA VAYRETTE ET COMPAGNIE;666187;6261260;0;Ouvrage fonctionnant au fil de l'eau;1,058;1465953;1,5;;;;Autorisée;31/12/2040;71,92
81125001;Centrale de La Potre;EXPL;81125;Lacaze                                            ;S.A.R.L. DE LOURTIGUIE;660476;6293090;0;Ouvrage fonctionnant au fil de l'eau;0,28;584071;;;;;;;7,5
81125002;Centrale de Gijou;EXPL;81125;Lacaze                                            ;BAISSE CLAUDINE;661732;6293590;0;Ouvrage fonctionnant au fil de l'eau;0,106;228297;;;;;;;3,6
81128001;CARLA;EXPL;81128;Lacrouzette                                       ;ELECTRICITE DE FRANCE;645552;6283340;0;Ouvrage fonctionnant par éclusées;32,3;100247440;31,4;0,3;2;Francis;Concédée;31/12/2034;140,5
81134001;LA RAVIEGE;EXPL;81134;Lamontélarié                                      ;ELECTRICITE DE FRANCE;667383;6277490;0;Ouvrage de type Lac;4,2;8644765;17,7;0,063;1;Kaplan;Concédée;31/12/2033;30,9
81140001;Centrale de Lavaur 1 (St Alain);EXPL;81140;Lavaur                                            ;ENERGIES SCE LAVAUR-PAYS DE COCAGNE;605059;6289560;0;Ouvrage fonctionnant au fil de l'eau;0,8;2492368;;;;;;;3
81140002;Centrale de Lavaur 2 (Le Carla);EXPL;81140;Lavaur                                            ;ENERGIES SCE LAVAUR-PAYS DE COCAGNE;605967;6288780;0;Ouvrage fonctionnant au fil de l'eau;2,2;5989871;40;;2;Kaplan;Concédée (autorisable);;5,5
81145001;LISLE SUR TARN;EXPL;81145;Lisle-sur-Tarn                                    ;ELECTRICITE DE FRANCE;604639;6306020;0;Ouvrage fonctionnant au fil de l'eau;0,7;3092353;32,2;0,006;2;Hélice verticale;Autorisée;24/03/2029;3,3
81147001;Moulin à farine des Plégats;EXPL;81147;Lombers                                           ;ROQUELAURE PAULETTE ET ANNIE;631012;6300240;0;Ouvrage fonctionnant au fil de l'eau;0,021;;0,45;;1;;Fondée en titre;;4,8
81163001;Centrale de Cousteilles;EXPL;81163;Mazamet                                           ;S.A. COLOMBIE ET FILS;650410;6262800;0;Ouvrage fonctionnant au fil de l'eau;;841803;;;;;;;34
81163002;Moulin de la Resse;EXPL;81163;Mazamet                                           ;SOC HYDROELECT MOULIN DE LA RESSE;649868;6261980;0;Ouvrage fonctionnant au fil de l'eau;1,08;1602801;2,2;;;;Autorisée;31/12/2025;50
81163003;Usine du Cros;EXPL;81163;Mazamet                                           ;ETABLISSEMENTS GILBERT JULIEN FILS;649244;6264140;0;Ouvrage fonctionnant au fil de l'eau;0,935;1930106;;;;;;;119
81163004;Centrale de Rieumajou;EXPL;81163;Mazamet                                           ;S.A. COLOMBIE ET FILS;651736;6258580;0;Ouvrage fonctionnant au fil de l'eau;0,23;;;;;;;;63
81163005;Usine hydroélectrique du Courtal;EXPL;81163;Mazamet                                           ;SOC AUSSILLONNAISE DE MECANIQUE;650607;6263250;0;Ouvrage fonctionnant au fil de l'eau;0,142;347064;;;;;Autorisée;04/07/2036;8,5
81163006;Centrale de Madagascar;EXPL;81163;Mazamet                                           ;SOMALEC;650722;6261140;0;Ouvrage fonctionnant au fil de l'eau;0,11;285464;;;;;;;13
81163007;Usine de la Mole;EXPL;81163;Mazamet                                           ;SARL HYDRO ELECTRIQUE DU PONT DE RAYNES;648207;6262720;0;Ouvrage fonctionnant au fil de l'eau;0,31;470376;;;;;;;126
81163008;Centrale de Linoubre;EXPL;81163;Mazamet                                           ;S.A.R.L. PAJJY;648881;6263610;0;Ouvrage fonctionnant au fil de l'eau;0,178;287760;;;;;;;26
81163009;Centrale des Passes;HORS;81163;Mazamet                                           ;ROUQUIER MAURICE;650390;6264330;0;Ouvrage fonctionnant au fil de l'eau;0,197;;;;;;;;
81163010;L'Eclauze;EXPL;81163;Mazamet                                           ;S.A. COLOMBIE ET FILS;650683;6264020;0;Ouvrage fonctionnant au fil de l'eau;0,147;385955;;;;;;;21
81163011;USINE DU MOULIN A PAPIER;EXPL;81163;Mazamet                                           ;ETS GASTON COLOMBIE ET CIE;649260;6264640;0;Ouvrage fonctionnant au fil de l'eau;0,255;;3,3;;1;Kaplan;Autorisée;25/07/2031;8,5
81171001;Centrale de l'Ecluse de Lisle sur Tarn;EXPL;81171;Montans                                           ;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;604698;6306120;0;Ouvrage fonctionnant au fil de l'eau;;1152605;;;;;;;2
81174001;St Amans;EXPL;81174;Montdragon                                        ;BIRBES BERNARD;628166;6297810;0;Ouvrage fonctionnant au fil de l'eau;0,178;381521;6,83;;;;;;
81195001;Moulin de Naves;EXPL;81195;Navès                                             ;SOCIETE HYDROELECTRIQUE DES METAIRIES DE NAVES;637566;6275580;0;Ouvrage fonctionnant au fil de l'eau;0,64;1637582;3;;;;Autorisée;;4
81196001;Centrale Maraval n°4;EXPL;81196;Noailhac                                          ;S.A.R.L. MOULIN DE LA CHAPELAINIE;648968;6275000;0;Ouvrage fonctionnant au fil de l'eau;0,112;107826;;;;;;;5
81201001;THURIES;EXPL;81201;Pampelonne                                        ;ELECTRICITE DE FRANCE;640361;6336670;0;Ouvrage fonctionnant par éclusées;6,52;7990824;22;0,056;4;Francis;Concédée;31/10/2039;30,7
81203001;Centrale de Paulin;EXPL;81203;Paulinet                                          ;SAS GONERGY;651950;6306200;0;Ouvrage fonctionnant au fil de l'eau;0,494;1147481;1;;;;;;40
81204001;Ardorel;EXPL;81204;Payrin-Augmontel                                  ;JACQUES CROS ET COMPAGNIE;646374;6268710;0;Ouvrage fonctionnant au fil de l'eau;0,56;1395047;;;;;;;3,85
81209001;BAOUS Aval;EXPL;81209;Pont-de-Larn                                      ;ELECTRICITE DE FRANCE;652529;6267440;0;Ouvrage fonctionnant par éclusées;13,7;22766268;13;0,26;4;Francis;Concédée;31/12/2010;8,8
81209002;Usine Mairie - La Sarnarié;EXPL;81209;Pont-de-Larn                                      ;COMMUNE DE PONT DE LARN;655578;6269000;0;Ouvrage fonctionnant par éclusées;1,9;3739464;1,2;;1;Francis;Concédée (autorisable);31/12/2046;187
81209003;Centrale du Gue de L'Arn;EXPL;81209;Pont-de-Larn                                      ;S.A. DES FILATURES ET TISSAGES JULES TOURNIER ET FILS;651194;6267240;0;Ouvrage fonctionnant au fil de l'eau;;757373;;;;;;;7
81209004;Centrale de Montledier;EXPL;81209;Pont-de-Larn                                      ;SOCIETE HYDROELECTRIQUE DE MONTLEDIER;652957;6267730;0;Ouvrage fonctionnant au fil de l'eau;;2130750;;;;;;;16
81209005;Centrale de Doul;EXPL;81209;Pont-de-Larn                                      ;SOCIETE HYDROELECTRIQUE DE LA JONQUIERE;651425;6268640;0;Ouvrage fonctionnant au fil de l'eau;0,145;148982;0,455;;;;Autorisée;;32,14
81209006;Centrale de Calmette;EXPL;81209;Pont-de-Larn                                      ;S.A.R.L. PAJJY;651274;6269310;0;Ouvrage fonctionnant au fil de l'eau;0,389;90775;;;;;;;28
81220001;RABASTENS;EXPL;81220;Rabastens                                         ;ELECTRICITE DE FRANCE;597540;6303260;0;Ouvrage fonctionnant au fil de l'eau;0,4;1900588;21,6;0,005;2;Kaplan;Autorisée;09/03/2030;2,7
81220002;Centrale de St Gery;EXPL;81220;Rabastens                                         ;SOCIETE ELECTRIQUE DE ST GERY E.U.R.L.;600738;6305200;0;Ouvrage fonctionnant au fil de l'eau;;4162845;;;;;;;2,97
81222001;Centrale de Peyrebrune;EXPL;81182;Montredon-Labessonnié                             ;SOCIETE HYDRO ELECTRIQUE DE PEYREBRUNE;639048;6296220;0;Ouvrage fonctionnant au fil de l'eau;1,6;3161612;10;;;;Autorisée et fondée en titre;;16,34
81225001;RIVIERES;EXPL;81225;Rivières                                          ;ELECTRICITE DE FRANCE;616671;6312480;0;Ouvrage fonctionnant par éclusées;23,2;83719352;165;0,044;2;Kaplan;Concédée;31/12/2025;18,3
81231001;Centrale de Rieubon;EXPL;81231;Rouairoux                                         ;SOCIETE HYDRO-ELECTRIQUE DU RIEUBON-SHER;664391;6264630;0;Ouvrage fonctionnant au fil de l'eau;;548114;;;;;;;77
81231002;Fournials (Bouscayrac);EXPL;81231;Rouairoux                                         ;SOCIETE DE BOUSCAYRAC;661971;6265070;0;Ouvrage fonctionnant au fil de l'eau;0,147;300336;;;;;;;42,79
81238001;Centrale du Mas Naffre;EXPL;81238;Saint-Amans-Soult                                 ;S.A.R.L. ALEXANDRE REMY LOUP;657303;6263500;0;Ouvrage fonctionnant au fil de l'eau;0,715;1607978;0,33;;1;Pelton;Autorisée;;220
81238002;Guarrigues;EXPL;81238;Saint-Amans-Soult                                 ;HYDRO ELECT ROQUE FLEURY AMALRIC ASSEMAT;658562.25;6262860;0;Ouvrage fonctionnant au fil de l'eau;0,49;438087;;;;;;;210
81239001;Valthoré;EXPL;81239;Saint-Amans-Valtoret                              ;S.A. USINE DE VALTHORE;658964;6264600;0;Ouvrage fonctionnant au fil de l'eau;0,227;575553;;;;;;;7
81239002;Touzeilles;EXPL;81239;Saint-Amans-Valtoret                              ;SOCIETE DU MOULIN DE TOUZEILLES;658809;6264570;0;Ouvrage fonctionnant au fil de l'eau;0,197;360832;;;;;;;4
81239003;Colombier;EXPL;81239;Saint-Amans-Valtoret                              ;HYDRO-ELECTRIQUE DU COLOMBIE;656032;6265680;0;Ouvrage fonctionnant au fil de l'eau;0,354;636682;;;;;;;5,15
81239004;Banquet;EXPL;81239;Saint-Amans-Valtoret                              ;SOCIETE HYDRO ELECTRIQUE DU BANQUET MARTINET;657243;6268260;0;Ouvrage fonctionnant au fil de l'eau;1,53;1138592;;;;;;;39
81241001;Centrale de Moulinotte;EXPL;81241;Saint-Antonin-de-Lacalm                           ;SOTRAMO;642213;6296950;0;Ouvrage fonctionnant au fil de l'eau;0,6;1220292;;;;;;;8,3
81241002;Centrale de Peyrolles;EXPL;81241;Saint-Antonin-de-Lacalm                           ;SOCIETE DE PRODUCTION ELECTRIQUE CASTRAISE;643791;6296390;0;Ouvrage fonctionnant au fil de l'eau;;1265376;;;;;;;8,3
81245001;Gramillié;HORS;81245;Saint-Christophe                                  ;CROS PIERRE;622548;6340450;0;Ouvrage fonctionnant au fil de l'eau;0,2;219000;8;;;;;01/01/2005;
81248001;Le Moulin;EXPL;81248;Saint-Gauzens                                     ;SAINT GAUZENS;610848;6295210;0;Ouvrage fonctionnant au fil de l'eau;0,165;210856;6;;;;Autorisée;;2,8
81248002;Moulin de St Pierre;EXPL;81248;Saint-Gauzens                                     ;ETABLISSEMENTS COUTRAS;608332;6295540;0;Ouvrage fonctionnant au fil de l'eau;0,353;260259;10,8;;;;Autorisée;;3,43
81250001;Usine de Troteco;EXPL;81250;Saint-Genest-de-Contest                           ;S.A. CALYPSO;630674;6298370;0;Ouvrage fonctionnant au fil de l'eau;0,35;1183676;;;;;;;5
81255001;Centrale de St Jean de Rives;EXPL;81255;Saint-Jean-de-Rives                               ;SOC HYDROELECT MOULIN DE LA RESSE;601309;6294720;0;Ouvrage fonctionnant au fil de l'eau;0,645;1513749;5;;;VLH (Very Low Head Turbine);Autorisée;;2,8
81257001;LES AVALATS;EXPL;81257;Saint-Juéry                                       ;ELECTRICITE DE FRANCE;638939;6316230;0;Ouvrage fonctionnant au fil de l'eau;0,6;4144375;28;0,004;3;Francis;Autorisée;16/10/2030;3,5
81258001;Moulin de la Pauquié;EXPL;81258;Saint-Julien-du-Puy                               ;BIRBES EVELYNE;624431;6296960;0;Ouvrage fonctionnant au fil de l'eau;0,299;612972;;;;;;;2,6
81260001;Centrale de Larqué;EXPL;81260;Saint-Lieux-Lafenasse                             ;S.A.R.L. LAFELEC;638133;6296750;0;Ouvrage fonctionnant au fil de l'eau;0,459;677716;;;;;;;3,2
81263001;Centrale de Vigneres - Parrinet;EXPL;81263;Saint-Martin-Laguépie                             ;S.A.R.L. DU PARRINET;616897;6339180;0;Ouvrage fonctionnant au fil de l'eau;0,49;1303660;20;;;;;;2,5
81266001;Le Moulin de St Paul Cap de Joux;EXPL;81266;Saint-Paul-Cap-de-Joux                            ;ENERGIE VERTE DE ST PAUL CAP DE JOUX;617415;6283880;0;Ouvrage fonctionnant au fil de l'eau;1,088;1979816;32,9;;2;Hélice verticale;Autorisée;;3,37
